Index,Country,CityCode,CityName,Name,Longitude,Latitude,pop1975,pop1980,pop1990,pop2000,pop2010,pop2020,pop2025,pop2030,pop2040,pop2050,gr1975,gr2000,gr2020,gr2025,gr2050,nr1975,nr2000,nr2020,nr2025,nr2050
243,Brazil,8535,Recife,Recife,-34.92077519,-8.04622135,1.8,2,2.6,3,3.3,3.6,3.7,3.7,3.7,3.7,78,86,118,124,144,3,4,4,4,4
24,Algeria,3444,El Djazaïr (Algiers),Algiers,3.087052212,36.73819652,1.5,1.6,1.8,2.2,2.7,3.1,3.2,3.4,3.5,3.7,98,144,151,148,145,1,1,1,1,1
1016,Egypt,4398,Banha,Banha,31.16944311,30.44492,0.1,0.1,0.4,0.8,1.3,1.8,2.1,2.4,3.1,3.7,1525,438,263,239,146,20,4,4,4,4
1414,India,8120,Kalyan-Dombivli,Kalyan-Dombivli,73.1699594,19.20796608,0.8,1,1.3,1.9,2.6,3,3.2,3.3,3.5,3.7,237,175,155,156,147,26,23,20,20,19
2363,Philippines,5062,Cebu City,Cebu City,123.9028423,10.30883169,0.6,0.7,1.2,1.6,2.3,2.9,3,3.2,3.5,3.7,338,208,165,163,148,2,2,2,2,2
992,Ecuador,772,Guayaquil,Guayaquil,-79.90993402,-2.166030657,0.9,1.2,1.6,2.1,2.5,3,3.2,3.3,3.5,3.6,183,148,154,157,149,1,1,1,1,1
1332,India,10889,Dighwara,Dighwara,84.82424345,25.96918916,0,0,0.2,0.8,1.4,2.1,2.5,2.7,3.3,3.6,2293,422,229,202,150,423,64,33,27,20
1448,India,9847,Kollam,Kollam,76.42754967,9.298180384,0.4,0.4,1,1.6,1.8,3,3.1,3.3,3.5,3.6,491,202,159,162,151,72,26,21,21,21
2820,United States of America,7747,Chicago,Chicago,-87.70745048,41.87260603,3.4,3.4,3.4,3.7,3.6,3.7,3.7,3.7,3.6,3.6,35,65,110,125,152,3,3,3,4,5
2271,Pakistan,5822,Hyderabad,Hyderabad,68.35441035,25.37691388,0.9,1,1.3,1.7,2.1,2.7,2.9,3,3.3,3.6,195,199,175,174,153,4,8,8,8,8
1864,Israel,439,Tel Aviv,Tel Aviv,34.822235,32.06784979,0.6,0.8,1,1.7,2,2.5,2.6,2.8,3.1,3.5,317,190,193,190,154,1,1,1,1,1
2997,Zimbabwe,1398,Harare,Harare,31.02276876,-17.86540352,0.5,0.6,1.3,1.8,2,1.9,2.1,2.3,3,3.5,378,179,252,238,155,1,1,1,1,1
171,Benin,1752,Cotonou,Cotonou,2.389518661,6.386466807,0.4,0.5,0.7,1,1.5,2.3,2.5,2.7,3.1,3.4,539,325,211,198,156,1,1,1,1,1
1169,Guinea,655,Coyah (Conacry),Conacry,-13.56498354,9.648302294,0.6,0.7,1,1.3,1.9,2.6,2.7,2.9,3.2,3.4,305,249,191,182,157,1,1,1,1,1
1932,Kazakhstan,2965,Almaty,Almaty,76.91317218,43.26510709,0.9,1,1.1,1.2,1.6,2.2,2.4,2.6,3,3.4,196,280,221,208,158,1,1,1,1,1
374,China,10588,Changsha,Changsha,112.9890448,28.19234906,1.2,1.2,1.6,2.7,3.1,3.4,3.5,3.5,3.4,3.4,129,109,130,138,159,15,24,24,24,23
1514,India,9793,Nagpur,Nagpur,79.07984753,21.14031083,1.3,1.5,1.9,2.5,2.9,3.2,3.3,3.3,3.4,3.4,121,128,144,147,160,14,16,18,19,22
1127,Germany,5576,Berlin,Berlin,13.39995314,52.50181464,3,3,3.3,3.3,3.3,3.5,3.6,3.5,3.4,3.4,37,78,122,132,161,1,1,1,1,1
207,Brazil,8285,Fortaleza,Fortaleza,-38.55999107,-3.777022111,1,1.4,2.1,2.5,3,3.2,3.2,3.3,3.4,3.4,165,120,145,149,162,6,6,5,5,5
1770,Indonesia,6234,Tasikmalaya,Tasikmalaya,108.2146888,-7.297835208,1.1,1.2,1.7,2.1,2.2,2.7,2.8,3,3.2,3.4,148,152,182,177,163,12,7,7,5,5
878,Colombia,2525,Medellín,Medellín,-75.57935098,6.248503354,1.9,2.1,2.4,2.8,3.1,3.3,3.4,3.4,3.4,3.3,72,103,141,139,164,2,2,2,2,2
2861,United States of America,7289,Miami,Miami,-80.28136493,25.86061114,0.5,1,1.7,2.2,2.5,2.8,2.9,3,3.2,3.3,363,141,171,170,165,17,5,7,7,6
1166,Guatemala,2063,Ciudad de Guatemala (Guatemala City),Guatemala City,-90.54460617,14.59835088,1.1,1.2,1.5,2.1,2.6,2.7,2.8,3,3.1,3.3,149,154,176,175,166,1,1,1,1,1
638,China,10816,Qingdao,Qingdao,120.3921404,36.16737388,0.9,1,2,2.9,3.4,3.6,3.6,3.6,3.5,3.3,211,92,119,128,167,32,20,22,22,24
2894,United States of America,1233,San Francisco,San Francisco,-122.6252389,37.79081321,2.1,2.3,2.6,2.8,3,3.1,3.2,3.2,3.3,3.3,61,96,150,155,168,4,4,5,6,7
2675,Togo,801,Lomé,Lomé,1.234987864,6.185488503,0.2,0.3,0.6,1.1,1.7,2.2,2.4,2.6,3,3.3,1022,314,212,204,169,1,1,1,1,1
1632,India,11755,Tamluk,Tamluk,87.87234196,22.38579122,0.5,0.6,0.8,1.4,2.1,2.7,2.9,3,3.2,3.2,349,236,181,173,170,53,34,25,24,23
1641,India,10013,Thiruvananthapuram,Thiruvananthapuram,76.96763645,8.509832315,0.8,1.1,1.6,1.9,2.1,2.8,2.9,3,3.2,3.2,215,173,169,166,171,25,22,23,22,24
2503,Saudi Arabia,3520,Dammam,Dammam,50.09078376,26.42120438,0,0,0.5,0.9,1.5,2.1,2.3,2.5,2.9,3.2,2293,412,234,212,172,6,3,3,3,3
611,China,10166,Nanning,Nanning,108.3120524,22.82541797,0.6,0.7,0.9,2.2,2.4,3.3,3.3,3.3,3.2,3.2,323,146,140,143,173,44,31,28,27,25
2224,Nigeria,7434,Port Harcourt,Port Harcourt,7.015507398,4.811878147,0.3,0.4,0.6,0.8,1.2,2.2,2.3,2.5,2.9,3.2,722,440,223,211,174,8,8,6,6,6
1212,India,11531,Asansol,Asansol,86.91140927,23.69794578,1.5,1.6,2,2.4,2.7,2.8,2.9,3,3.1,3.2,102,131,168,167,175,12,17,22,23,25
2551,South Africa,5227,Durban,Durban,30.73476848,-29.64516638,0.6,0.8,1.5,2.5,2.8,3.1,3.2,3.2,3.2,3.2,330,126,148,153,176,3,2,3,3,3
521,China,9912,Jinan,Jinan,117.0184577,36.66137787,1.2,1.2,2,2.6,3.1,3.5,3.5,3.4,3.3,3.1,137,114,127,137,177,17,25,23,23,26
547,China,8296,Kunming,Kunming,102.7211034,25.04186891,0.5,0.5,1.3,2.7,3,3.2,3.2,3.2,3.2,3.1,366,107,143,151,178,52,23,29,29,27
1188,India,8971,Agra,Agra,78.00131668,27.18816439,1.1,1.2,1.5,1.9,2.4,2.7,2.8,2.9,3,3.1,143,167,179,180,179,15,21,24,25,26
1491,India,10971,Mehsi,Mehsi,85.3428526,26.36673309,0,0,0,0.2,0.8,1.7,2,2.3,2.7,3.1,2293,2198,278,246,180,423,377,39,37,27
606,China,11188,Nanchang,Nanchang,115.8964089,28.67958084,0.9,1,1.2,2.4,2.7,3.3,3.3,3.3,3.2,3,190,133,136,142,181,28,29,26,26,28
315,Chad,407,N'Djaména,N'Djaména,15.07216604,12.12674747,0.2,0.3,0.5,0.8,1.2,1.6,1.9,2.2,2.6,3,937,437,286,257,182,1,1,1,1,1
249,Brazil,8374,Salvador,Salvador,-38.45136817,-12.93668789,1.2,1.5,2.1,2.6,2.9,3.1,3.1,3.1,3.1,3,130,113,149,158,183,5,5,6,6,6
367,China,9948,Changchun,Changchun,125.3014239,43.87566137,1.9,2.1,2.7,3,3.2,3.4,3.3,3.3,3.2,3,74,88,131,140,184,7,18,25,25,29
646,China,12024,Quanzhou,Quanzhou,118.5449394,24.84913453,0.8,1,1.4,2.8,3.2,3.3,3.3,3.3,3.2,3,222,102,137,144,185,34,22,27,28,30
2322,Pakistan,8126,Sialkot,Sialkot,74.52674737,32.49589321,0.5,0.5,0.7,1.1,1.5,1.7,1.9,2.1,2.6,3,415,320,274,263,186,9,9,9,9,9
1164,Greece,833,Athína (Athens),Athens,23.72948214,37.99008278,3,3.3,3.3,3.3,3.4,3.3,3.1,3.1,3,2.9,38,79,142,160,187,1,1,1,1,1
996,Ecuador,2524,Quito,Quito,-78.49890482,-0.203432542,0.6,0.8,1.3,1.7,2,2.4,2.5,2.6,2.8,2.9,299,196,195,197,188,2,2,2,2,2
227,Brazil,1356,Manaus,Manaus,-60.00131157,-3.058232611,0.3,0.6,0.9,1.4,1.7,2.1,2.3,2.4,2.7,2.9,596,246,225,217,189,14,11,9,9,7
1550,India,9663,Ponnani,Ponnani,76.06129126,10.6601266,0.1,0.2,0.3,0.9,1.1,2.3,2.4,2.5,2.7,2.9,2242,395,205,205,190,417,61,29,29,28
1262,India,9213,Bhopal,Bhopal,77.42391216,23.23990951,0.5,0.7,1,1.5,1.9,2.4,2.5,2.6,2.8,2.9,368,228,202,199,191,54,33,26,26,29
895,Congo,76,Pointe-Noire,Pointe-Noire,11.89194173,-4.785804405,0.1,0.2,0.4,0.6,0.9,1.5,1.7,1.9,2.4,2.8,1880,671,323,294,192,2,2,2,2,2
926,Dem. People's Republic of Korea,3737,P'yŏngyang (Pyongyang),Pyongyang,125.7438173,39.02606563,1.5,2,2.6,2.8,2.8,2.9,2.9,2.9,2.9,2.8,103,99,167,172,193,1,1,1,1,1
1700,Indonesia,8038,Denpasar,Denpasar,115.1979505,-8.616348126,0.2,0.3,0.6,1.3,1.8,2.2,2.4,2.5,2.7,2.8,981,269,219,209,194,44,16,8,8,6
2398,Qatar,141,Ad-Dawhah (Doha),Doha,51.48016276,25.2564532,0,0,0.1,0.3,1.1,2,2.2,2.3,2.6,2.8,2293,1332,240,230,195,1,1,1,1,1
933,Democratic Republic of the Congo,7409,Beni,Beni,29.46375853,0.49435675,0.5,0.6,0.7,1,1.4,1.8,1.9,2.1,2.5,2.8,394,337,271,258,196,3,3,4,4,4
1838,Iraq,5262,Basra,Basra,47.79993527,30.51727055,0.3,0.4,0.6,1,1.3,1.9,2,2.2,2.5,2.8,564,347,257,241,197,4,2,2,2,2
2763,United Kingdom,3979,Birmingham,Birmingham,-1.960399825,52.50460104,2.3,2.2,2.2,2.2,2.3,2.6,2.6,2.7,2.8,2.8,56,143,190,191,198,2,2,2,2,2
952,Democratic Republic of the Congo,4580,Kananga,Kananga,22.41245904,-5.898422329,0.1,0.2,0.3,0.5,0.8,1.2,1.5,1.8,2.3,2.8,1650,822,388,336,199,19,6,5,5,5
1267,India,11221,Bibhutpur,Bibhutpur,86.0481854,25.79878686,0,0,0.1,0.5,1.1,1.7,1.9,2.1,2.6,2.8,2293,683,282,264,200,423,114,41,40,30
